OBJECTID,Nombre del establecimiento educativo,Id del establecimiento educativo,NIT,Nombre de la sede educativa,Id de la sede educativa,Código de planta física,Fecha de la información,Dirección,Barrio,Teléfono,Email,Página web,Sector,Naturaleza Jurídica,Clase,Orden de la sede,Estado,Régimen y Categoría de Costos,Calendario,Género,Estrato,Zona,Nombre de la Localidad,Nombre UPL,Código UPL,Código UPZ,Nombre de la UPZ,Código Postal,Sector Censal,Especialidad para la Media,Carácter para la Media,Énfasis para el cáracter académico de la Media,Tipo de Discapacidad,Talentos o Capacidades Excepcionales,Grupos étnicos,Bilingue,Forma,coord_x,coord_y
2598,COLEGIO EL VIRREY JOSE SOLIS (IED),111001078638,8001285281,EL VIRREY JOSE SOLIS,111001078638,521,2024/12/31,KR 2 B ESTE # 92 - 41 SUR,EL VIRREY,7671634 -- 7672789  --  7672214,coldielvirreyjoses5@educacionbogota.edu.co,,Oficial,Oficial,Distrital,A,Antiguo Activo,,A,Mixto,Estrato 2,URBANA,Usme,USME - ENTRENUBES,5,58,COMUNEROS,110541,2532,Académica,Académico,,AUDITIVA-FISICA-INTELECTUAL-MENTAL/PSICOSOCIAL-MULTIPLE-VISUAL,"TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN LIDERAZGO SOCIAL Y EMPRENDIMIENTO",AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,Sin Información,,"-74,111649999557","4,502790000201618"
2602,COLEGIO FERNANDO GONZALEZ OCHOA (IED),111001094439,900187743,FERNANDO GONZALEZ OCHOA,111001094439,510,2024/12/31,KR 4 # 89 - 43 SUR,CHUNIZA,7682626,colfergonzaochoa@educacionbogota.edu.co,www.colegiofernandogonzalezochoa.jimdo.com,Oficial,Oficial,Distrital,A,Antiguo Activo,,A,Mixto,Estrato 2,URBANA,Usme,USME - ENTRENUBES,5,58,COMUNEROS,110541,2550,Académica,Académico,,AUDITIVA-FISICA-INTELECTUAL-MENTAL/PSICOSOCIAL-MULTIPLE-VISUAL,"CAPACIDADES EXCEPCIONALES-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN CIENCIAS NATURALES O BASICAS-TALENTO EXCEPCIONAL EN CIENCIAS SOCIALES O HUMANAS",AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,Sin Información,,"-74,10700999989191","4,502810000355228"
2603,COLEGIO SAN CAYETANO (IED),111001098833,9008269756,SAN CAYETANO,111001098833,582,2024/12/31,CL 74 A SUR # 17 - 49 ESTE,JUAN REY,3653500  --  3002722353,colsancayetano5@educacionbogota.edu.co,www.colegiocolsubsidiosancayetanoied.edu.co,Oficial,Oficial,Distrital,A,Antiguo Activo,,A,Mixto,Estrato 1,RURAL,Usme,CERROS ORIENTALES,6,52,LA FLORA,110441,1347,Académica,Académico,,AUDITIVA-FISICA-INTELECTUAL-MULTIPLE-SORDOCEGUERA,"CAPACIDADES EXCEPCIONALES-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN LIDERAZGO SOCIAL Y EMPRENDIMIENTO",AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,Sin Información,,"-74,08750999962662","4,517100000324897"
2627,COLEGIO ALMIRANTE PADILLA (IED),111850001428,8605325337,ALMIRANTE PADILLA PRIMARIA,111001106801,0,2024/12/31,CL 76 B SUR # 1 A - 73 ESTE,LA ANDREA,7672628/29,cedalmirantepadil5@educacionbogota.edu.co,,Oficial,Oficial,Distrital,C,Antiguo Activo,,A,Mixto,Estrato 2,URBANA,Usme,RAFAEL URIBE,20,57,GRAN YOMASA,110521,2544,Sin información,Sin información,,INTELECTUAL,,AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,Sin Información,,"-74,11350999998034","4,511680000373999"
2628,COLEGIO LOS TEJARES (IED),111850001461,8300423962,LOS TEJARES,111850001461,539,2024/12/31,CL 79 SUR # 3 - 48 ESTE,LA CABAÑA,7628944,cedlostejares5@educacionbogota.edu.co,www.colegiolostejares.edu.co,Oficial,Oficial,Distrital,A,Antiguo Activo,,A,Mixto,Estrato 2,URBANA,Usme,RAFAEL URIBE,20,57,GRAN YOMASA,110521,2545,Académica,Académico,,AUDITIVA-INTELECTUAL-MULTIPLE,TALENTO EXCEPCIONAL EN ARTES Y LETRAS,AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,Sin Información,,"-74,1032499997606","4,510820000184227"
2630,COLEGIO FEDERICO GARCIA LORCA (IED),111850001576,8300362834,FEDERICO GARCIA LORCA,111850001576,524,2024/12/31,KR 5 # 83 - 3 SUR,GRAN YOMASA,7681523 -- 7671624,cedfedericogarcia5@educacionbogota.edu.co,,Oficial,Oficial,Distrital,A,Antiguo Activo,,A,Mixto,Estrato 2,URBANA,Usme,RAFAEL URIBE,20,57,GRAN YOMASA,110521,2531,Académica,Académico,,AUDITIVA-FISICA-INTELECTUAL-MULTIPLE-SORDOCEGUERA,"CAPACIDADES EXCEPCIONALES-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN LIDERAZGO SOCIAL Y EMPRENDIMIENTO",AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,Sin Información,,"-74,10711000034934","4,50717000011692"
2631,COLEGIO FEDERICO GARCIA LORCA (IED),111850001576,8300362834,BETANIA,211850000159,507,2024/12/31,CL 80 A SUR # 5 - 15,LA CABAÑA,7671621,cedfedericogarcia5@educacionbogota.edu.co,,Oficial,Oficial,Distrital,B,Antiguo Activo,,A,Mixto,Estrato 2,URBANA,Usme,RAFAEL URIBE,20,57,GRAN YOMASA,110521,2545,Sin información,Sin información,,AUDITIVA-FISICA-INTELECTUAL-MULTIPLE,"TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN TECNOLOGIA",AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,Sin Información,,"-74,10795999974589","4,509310000542522"
2633,COLEGIO RURAL LA UNION USME (CED),211850000043,799478390,RURAL LA UNION USME,211850000043,533,2024/12/31,KM 22 VIA USME SAN JUAN DE SUMAPAZ,VDA LA UNION,6392114  --  3043989823,cedlamayoria5@educacionbogota.edu.co  --  crlaunion@gmail.com,,Oficial,Oficial,Distrital,A,Antiguo Activo,,A,Mixto,Sin estrato,RURAL,Usme,CUENCA DEL TUNJUELO,2,UPR 3,RIO TUNJUELO,110571,102115,Sin información,Sin información,,,,,Sin Información,,"-74,18355999971023","4,343360000017978"
2685,JARDIN INFANTIL CASITA DEL SOL,311001108404,793512721,JARDIN INFANTIL CASITA DEL SOL,311001108404,0,2024/12/31,CL 73 B SUR # 1 D - 13,VIANEY SANTA LIBRADA,2005136,JMCASITADELSOL@HOTMAIL.COM,www.jmcasitadelsol.com,No Oficial,Persona Natural,Privado,A,Antiguo Activo,LIBERTAD VIGILADA,A,Mixto,Estrato 2,URBANA,Usme,RAFAEL URIBE,20,57,GRAN YOMASA,110511,2543,Sin información,Sin información,,,-TALENTO EN CIENCIAS SOCIALES O HUMANAS-,,Sin Información,,"-74,11891999957436","4,51757999977658"
2690,COLEGIO VENECIA (IED),111001010251,8605323631,VENECIA,111001010251,602,2024/12/31,KR 55 # 49 - 25 SUR,VENECIA OCCIDENTAL,2307050,coldivenecia6@educacionbogota.edu.co,,Oficial,Oficial,Distrital,A,Antiguo Activo,,A,Mixto,Estrato 3,URBANA,Tunjuelito,TUNJUELITO,19,42,VENECIA,110611,2403,Académica,Académico,CIENCIA -- TECNOLOGIA,AUDITIVA-FISICA-INTELECTUAL-MENTAL/PSICOSOCIAL-MULTIPLE-SORDOCEGUERA-VISUAL,"CAPACIDADES EXCEPCIONALES-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN CIENCIAS NATURALES O BASICAS-TALENTO EXCEPCIONAL EN LIDERAZGO SOCIAL Y EMPRENDIMIENTO-TALENTO EXCEPCIONAL",AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,Sin Información,,"-74,14358000008676","4,592029999863298"
2691,COLEGIO VENECIA (IED),111001010251,8605323631,NUEVO MUZU,111001034631,618,2024/12/31,KR 59 # 52 A - 30 SUR,NUEVO MUZU,7102815  --  7106372,coldivenecia6@educacionbogota.edu.co,,Oficial,Oficial,Distrital,B,Antiguo Activo,,A,Mixto,Estrato 3,URBANA,Tunjuelito,TUNJUELITO,19,42,VENECIA,110611,2409,Sin información,Sin información,,FISICA-INTELECTUAL-MULTIPLE-SORDOCEGUERA,"CAPACIDADES EXCEPCIONALES-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS",AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,Sin Información,,"-74,14785999990175","4,586510000169187"
2636,COLEGIO RURAL LOS ANDES (CED),211850000698,799478390,RURAL LOS ANDES,211850000698,536,2024/12/31,KM 15 VIA USME SAN JUAN DE SUMAPAZ,VDA LOS ANDES,6392127  --  3043989823,cedlamayoria5@educacionbogota.edu.co,,Oficial,Oficial,Distrital,A,Antiguo Activo,,A,Mixto,Sin estrato,RURAL,Usme,CUENCA DEL TUNJUELO,2,UPR 3,RIO TUNJUELO,110571,102114,Sin información,Sin información,,,,,Sin Información,,"-74,16563000033835","4,353700000481146"
2638,COLEGIO RURAL LA ARGENTINA (CED),211850000736,8300480965,RURAL LA ARGENTINA,211850000736,530,2024/12/31,KM 12 VIA USME SAN JUAN DE SUMAPAZ,SECTOR SAN JUAN,6392273  --  3002067085,cedolarte5@educacionbogota.edu.co,,Oficial,Oficial,Distrital,A,Antiguo Activo,,A,Mixto,Sin estrato,RURAL,Usme,CUENCA DEL TUNJUELO,2,UPR 3,RIO TUNJUELO,110561,102111,Sin información,Sin información,,-INTELECTUAL-,-TALENTO EXCEPCIONAL EN ARTES O LETRAS-,,Sin Información,,"-74,14839999967693","4,385960000149538"
2641,COLEGIO RURAL CHIZACA (CED),211850000841,799478390,RURAL CHIZACA,211850000841,511,2024/12/31,KM 24 VIA SAN JUAN DE SUMAPAZ,VDA CHIZACA,6392114  --  3043989823,cedlamayoria5@educacionbogota.edu.co,,Oficial,Oficial,Distrital,A,Antiguo Activo,,A,Mixto,Sin estrato,RURAL,Usme,CUENCA DEL TUNJUELO,2,UPR 3,RIO TUNJUELO,110571,102116,Sin información,Sin información,,,,,Sin Información,,"-74,20324999994631","4,339460000030038"
2643,COLEGIO EL DESTINO (IED),211850000876,8300480965,RURAL EL DESTINO,211850000876,518,2024/12/31,KM 8 VIA SAN JUAN DE SUMAPAZ,LA REGADERA,3144612866,cedeldestino5@educacionbogota.edu.co,,Oficial,Oficial,Distrital,A,Antiguo Activo,,A,Mixto,Sin estrato,RURAL,Usme,CUENCA DEL TUNJUELO,2,UPR 3,RIO TUNJUELO,110551,102808,Agropecuaria,Técnico,,INTELECTUAL-VISUAL,,NEGRITUDES,Sin Información,,"-74,13840999979392","4,4081100003146725"
2644,COLEGIO RURAL EL HATO (CED),211850000884,8300480965,RURAL EL HATO,211850000884,519,2024/12/31,KM 14 VIA USME SAN JUAN DE SUMAPAZ,,6392385 -- 6392397  --  3002067085,cedolarte5@educacionbogota.edu.co,,Oficial,Oficial,Distrital,A,Antiguo Activo,,A,Mixto,Sin estrato,RURAL,Usme,CUENCA DEL TUNJUELO,2,UPR 3,RIO TUNJUELO,110571,102112,Sin información,Sin información,,-INTELECTUAL-,,,Sin Información,,"-74,16397999997731","4,386440000052801"
2648,COLEGIO RURAL LAS MERCEDES (CED),211850001074,799478390,RURAL LAS MERCEDES,211850001074,534,2024/12/31,KM 17 VIA USME SAN JUAN SUMAPAZ,,6392114  --  3043989823,cedlamayoria5@educacionbogota.edu.co,,Oficial,Oficial,Distrital,A,Antiguo Activo,,A,Mixto,Sin estrato,RURAL,Usme,CUENCA DEL TUNJUELO,2,UPR 3,RIO TUNJUELO,111981,104108,Sin información,Sin información,,,,,Sin Información,,"-74,17622000027097","4,392250000178181"
2651,COLEGIO FABIO LOZANO SIMONELLI (IED),211850001481,8605325321,FISCALA ALTA,211850001431,525,2024/12/31,TV 5 F ESTE # 63 - 48 SUR,ARRAYANES V,7647342,centroocupacdeficm5@educacionbogota.edu.co,,Oficial,Oficial,Distrital,C,Antiguo Activo,,A,Mixto,Estrato 1,URBANA,Usme,RAFAEL URIBE,20,56,DANUBIO,110521,2541,Sin información,Sin información,,INTELECTUAL-MULTIPLE,"TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN CIENCIAS NATURALES O BASICAS",AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,Sin Información,,"-74,10402999973527","4,5331900005493155"
2652,LICEO NUEVA COLOMBIA,311001000131,30161830,LICEO NUEVA COLOMBIA,311001000131,0,2024/12/31,KR 6 F ESTE # 90 - 66 SUR,ALFONSO LOPEZ,2003500,liceonuevacolombia@hotmail.com,,No Oficial,Persona Natural,Privado,A,Antiguo Activo,LIBERTAD VIGILADA,A,Mixto,Estrato 1,URBANA,Usme,USME - ENTRENUBES,5,59,ALFONSO LOPEZ,110531,2551,Sin información,Sin información,,-INTELECTUAL-,,NEGRITUDES,Sin Información,,"-74,10174000003997","4,49874000030899"
2656,COLEGIO CIUDAD BOLIVAR,311001036659,9000192116,COLEGIO CIUDAD BOLIVAR,311001036659,0,2024/12/31,KR 14 C # 74 A - 05 SUR,SAN JUAN BAUTISTA,7620542,mahiquime@yahoo.com.mx,,No Oficial,Persona Natural,Privado,A,Antiguo Activo,REGIMEN CONTROLADO,A,Mixto,Estrato 2,URBANA,Usme,RAFAEL URIBE,20,57,GRAN YOMASA,110511,2526,Comercial,Técnico,,,,,Sin Información,,"-74,11811000036079","4,515720000355804"
2661,COLEGIO JUAN RULFO,311001044902,9000298393,COLEGIO JUAN RULFO,311001044902,0,2024/12/31,KR 1 A ESTE # 75 A - 40 SUR,SANTA LIBRADA,2001082  --  7621654  --  3115554636,coljuanrulfo@yahoo.com  --  info@colegiojuanrulfo.com,www.colegiojuanrulfo.com,No Oficial,Persona Natural,Privado,A,Antiguo Activo,LIBERTAD REGULADA,A,Mixto,Estrato 2,URBANA,Usme,RAFAEL URIBE,20,57,GRAN YOMASA,110521,2524,Académica,Académico,,-INTELECTUAL-,,,Sin Información,,"-74,11439999955988","4,514260000204355"
2664,LICEO MAX PLANCK,311001046689,9000296641,LICEO MAX PLANCK,311001046689,0,2024/12/31,CL 81 A SUR # 1 C - 22 ESTE,GRAN YOMASA I,7627313  --  2006275  --  7680197,maxplanck_1enbogota@hotmail.com  --  sandra_mile12@hotmail.com  --  lmpbogota@gmail.com,,No Oficial,Persona Natural,Privado,A,Antiguo Activo,LIBERTAD REGULADA,A,Mixto,Estrato 2,URBANA,Usme,RAFAEL URIBE,20,57,GRAN YOMASA,110521,2506,Académica,Académico,CIENCIAS EXACTAS,AUDITIVA,,,Sin Información,,"-74,11263999959398","4,508219999769917"
2665,INSTITUTO SUSANA WESLEY,311001065012,8301200890,INSTITUTO SUSANA WESLEY,311001065012,0,2024/12/31,CL 91 A SUR # 14 A - 50,ALFONSO LOPEZ SECTOR CHARALA,7612725,susanawes@hotmail.com,,No Oficial,Comunidad Religiosa,Privado,A,Antiguo Activo,LIBERTAD VIGILADA,A,Mixto,Estrato 1,URBANA,Usme,USME - ENTRENUBES,5,58,COMUNEROS,110541,2611,Académica,Académico,,AUDITIVA,,INDIGENAS-NEGRITUDES,Sin Información,,"-74,11573000025378","4,5067799998082885"
2667,INSTITUTO EL INGENIOSO HIDALGO,311001075531,9001375915,INSTITUTO EL INGENIOSO HIDALGO,311001075531,0,2024/12/31,CL 89 SUR # 3 C - 16 ESTE,CHUNIZA I,7620923 -- 7629142,ingeniosohi@hotmail.com,www.ingeniosohidalgo.edu.co,No Oficial,Persona Natural,Privado,A,Antiguo Activo,LIBERTAD VIGILADA,A,Mixto,Estrato 2,URBANA,Usme,USME - ENTRENUBES,5,58,COMUNEROS,110541,2537,Académica,Académico,,,,,Sin Información,,"-74,10835999977898","4,5038800001597785"
2668,COLEGIO SAN MARINO,311001078203,8001625892,COLEGIO SAN MARINO,311001078203,0,2024/12/31,AK 1 # 91 - 15 SUR,S.C. LA ORQUIDEA,7627927,colsanmarino@hotmail.com,www.colegiosanmarino.edu.co,No Oficial,Sociedad,Privado,A,Antiguo Activo,LIBERTAD VIGILADA,A,Mixto,Estrato 1,URBANA,Usme,USME - ENTRENUBES,5,59,ALFONSO LOPEZ,110541,2613,Académica,Académico,,-INTELECTUAL-,,,Sin Información,,"-74,10750000033669","4,496739999703619"
2670,LICEO INFANTIL POUSSEPIN,311001090611,397374893,LICEO INFANTIL POUSSEPIN,311001090611,0,2024/12/31,TV 4 ESTE # 84 A - 60 SUR,SAN ANDRES ALTO,7623049 -- 7631496  --  3125277027,poussepin78@hotmail.com  --  geraldin.2205@hotmail.com,,No Oficial,Persona Natural,Privado,A,Antiguo Activo,LIBERTAD VIGILADA,A,Mixto,Estrato 2,URBANA,Usme,USME - ENTRENUBES,5,57,GRAN YOMASA,110541,2607,Sin información,Sin información,,,,,Sin Información,,"-74,10677999973815","4,5054100004182"
2674,LICEO MARIA NELL,311001096309,307072258,LICEO MARIA NELL,311001096309,0,2024/12/31,KR 2 A ESTE # 81 - 58 SUR,YOMASA,7612246  --  2002038  --  2006275  --  3125927292,liceomarianell@gmail.com,,No Oficial,Persona Natural,Privado,A,Antiguo Activo,LIBERTAD VIGILADA,A,Mixto,Estrato 2,URBANA,Usme,RAFAEL URIBE,20,57,GRAN YOMASA,110521,2531,Académica,Académico,,-FISICA-,,,Sin Información,,"-74,10909000042327","4,509300000107448"
2675,COLEGIO ALFONSO LOPEZ PUMAREJO,311001096953,59043264,COLEGIO ALFONSO LOPEZ PUMAREJO,311001096953,0,2024/12/31,KR 7 A ESTE # 94 - 27 SUR,ALFONSO LOPEZ SECTOR EL PROGRESO,7730420 -- 7628429,colegioalfonsolopezpumarejo@hotmail.com - adrianatriana0106@hotmail.com  --  colalp.98@hotmail.com,,No Oficial,Persona Natural,Privado,A,Antiguo Activo,LIBERTAD REGULADA,A,Mixto,Estrato 1,URBANA,Usme,USME - ENTRENUBES,5,59,ALFONSO LOPEZ,110531,2616,Sin información,Sin información,,-INTELECTUAL-,-TALENTO EN CIENCIAS SOCIALES O HUMANAS-,,Sin Información,,"-74,10142000037281","4,496549999772485"
2678,LICEO LATINOAMERICANO DEL SUR,311001097569,793194471,LICEO LATINOAMERICANO DEL SUR,311001097569,0,2024/12/31,CL 80 SUR # 1 H - 13,LA ANDREA,7645719  --  3136764962,liceolatinolls@hotmail.com,www.liceolatinoamericano.co,No Oficial,Persona Natural,Privado,A,Antiguo Activo,LIBERTAD VIGILADA,A,Mixto,Estrato 2,URBANA,Usme,RAFAEL URIBE,20,57,GRAN YOMASA,110521,2544,Académica,Académico,,,,,Sin Información,,"-74,10594000038732","4,509280000132368"
2680,COLEGIO SANTA ISABEL DEL VIRREY,311001099081,416637151,COLEGIO SANTA ISABEL DEL VIRREY,311001099081,0,2024/12/31,KR 7 # 93 B -75 SUR,EL VIRREY,3134571013,colegiosantaisavirrey@hotmail.com  --  ashlysamara2013@gmail.com,,No Oficial,Persona Natural,Privado,A,Antiguo Activo,REGIMEN CONTROLADO,A,Mixto,Estrato 2,URBANA,Usme,USME - ENTRENUBES,5,58,COMUNEROS,110541,2548,Sin información,Sin información,,,,,Sin Información,,"-74,11314000008448","4,500739999899242"
2681,COLEGIO PSICOPEDAGOGICO PILARES DE LA PAZ,311001099103,521024870,COLEGIO PSICOPEDAGOGICO PILARES DE LA PAZ,311001099103,0,2024/12/31,CL 90 SUR # 1 A - 13 ESTE  --  KR 1 A BIS ESTE # 90 - 10 SUR,ALFONSO LOPEZ,7686690  --  2994924,pilaresdelapaz@hotmail.com,,No Oficial,Persona Natural,Privado,A,Antiguo Activo,LIBERTAD VIGILADA,A,Mixto,Estrato 1,URBANA,Usme,USME - ENTRENUBES,5,59,ALFONSO LOPEZ,110531,2551,Sin información,Sin información,,,,,Sin Información,,"-74,10567000005058","4,500109999721046"
2682,COLEGIO SOLEDAD SAMPER,311001099154,519976471,COLEGIO SOLEDAD SAMPER,311001099154,0,2024/12/31,KR 5 # 55 A - 17 SUR,DANUBIO AZUL,7100645,dianavrp@yahoo.com,,No Oficial,Sociedad,Privado,A,Antiguo Activo,REGIMEN CONTROLADO,A,Mixto,Estrato 2,URBANA,Usme,RAFAEL URIBE,20,56,DANUBIO,110521,2511,Sin información,Sin información,,,,INDIGENAS,Sin Información,,"-74,1187999999238","4,54244000034298"
2733,COLEGIO INTERNACIONAL CAMINO A LA CIMA,311001046077,9007263038,COLEGIO INTERNACIONAL CAMINO A LA CIMA,311001046077,0,2024/12/31,DG 44 SUR # 23 A - 50,EL TUNAL ORIENTAL,2055147 -- 7691779 -- 2055593,colegiocairt@gmail.com -- colegiocairt@hotmail.com  --  secretaria@caminoalacima.edu.co,www.colegioronditasdeltunal.edu.co  --  www.caminoalacima.edu.co,No Oficial,Persona Natural,Privado,A,Antiguo Activo,LIBERTAD REGULADA,A,Mixto,Estrato 3,URBANA,Tunjuelito,TUNJUELITO,19,42,VENECIA,110621,2401,Académica,Académico,,-MULTIPLE-,-TALENTO EN CIENCIAS SOCIALES O HUMANAS-,,Sin Información,,"-74,12799999978635","4,575839999965077"
2736,COLEGIO PEDAGOGICO JUAN JOSE NEIRA,311001075387,397128114,COLEGIO PEDAGOGICO JUAN JOSE NEIRA,311001075387,0,2024/12/31,KR 19 # 52 - 51 SUR,SAN CARLOS,5676490 -- 5672625,sofipro@yahoo.es,,No Oficial,Persona Natural,Privado,A,Antiguo Activo,LIBERTAD VIGILADA,A,Mixto,Estrato 2,URBANA,Tunjuelito,TUNJUELITO,19,62,TUNJUELITO,110621,2501,Sin información,Sin información,,-INTELECTUAL-,,INDIGENAS,Sin Información,,"-74,13034999975613","4,56837000013328"
2737,COLEGIO PSICOPEDAGOGICO PROCESOS CREATIVOS,311001076588,523703801,COLEGIO PSICOPEDAGOGICO PROCESOS CREATIVOS,311001076588,0,2024/12/31,DG 52 C BIS SUR # 25 - 47,EL CARMEN,2705292,colegioprocesoscreativos@gmail.com,,No Oficial,Persona Natural,Privado,A,Antiguo Activo,LIBERTAD REGULADA,A,Mixto,Estrato 2,URBANA,Tunjuelito,TUNJUELITO,19,42,VENECIA,110611,2407,Sin información,Sin información,,-FISICA-,,,Sin Información,,"-74,13551000000322","4,579160000548017"
2740,COLEGIO PSICOPEDAGOGICO ARNOLD GESELL,311001091374,518512802,COLEGIO PSICOPEDAGOGICO ARNOLD GESELL,311001091374,0,2024/12/31,CL 50 B SUR # 34 - 50,FATIMA,7574929  --  7103230,colgeselistas@hotmail.com,,No Oficial,Persona Natural,Privado,A,Antiguo Activo,LIBERTAD REGULADA,A,Mixto,Estrato 2,URBANA,Tunjuelito,TUNJUELITO,19,42,VENECIA,110611,2408,Sin información,Sin información,,-INTELECTUAL-,,,Sin Información,,"-74,13619999956622","4,585749999801768"
2741,LICEO PSICOPEDAGOGICO EL TEOREMA DE APRENDER,311001092788,8300391972,LICEO PSICOPEDAGOGICO EL TEOREMA DE APRENDER,311001092788,0,2024/12/31,KR 14 # 54 - 61 SUR,LOS LIBERTADORES SECTOR SAN ISIDRO,5677821 -- 3115698914,licteoremaluz@hotmail.com,,No Oficial,Persona Natural,Privado,A,Antiguo Activo,LIBERTAD VIGILADA,A,Mixto,Estrato 2,URBANA,Tunjuelito,TUNJUELITO,19,51,LOS LIBERTADORES,110621,1327,Sin información,Sin información,,,,NEGRITUDES,Sin Información,,"-74,12933999962767","4,5644499999650465"
2747,JARDIN INFANTIL CARRUSEL DE COLORES,311001101833,518207437,JARDIN INFANTIL CARRUSEL DE COLORES,311001101833,0,2024/12/31,KR 19 # 52 - 41 SUR,SAN CARLOS,7608723  --  3107571211  --  2796699,carrucolrcr@gmail.com  --  carrucolrcr@hotmail.com,,No Oficial,Persona Natural,Privado,A,Antiguo Activo,LIBERTAD REGULADA,A,Mixto,Estrato 2,URBANA,Tunjuelito,TUNJUELITO,19,62,TUNJUELITO,110621,2501,Sin información,Sin información,,,,,Sin Información,,"-74,1302700002885","4,568410000390079"
2748,COLEGIO ITEC,311001104760,8300970767,COLEGIO ITEC,311001104760,0,2024/12/31,DG 44 SUR (AUTO SUR) # 53 A - 09,VENECIA,2384143,colegioitec@hotmail.com,,No Oficial,Sociedad,Privado,A,Antiguo Activo,LIBERTAD REGULADA,A,Mixto,Estrato 3,URBANA,Tunjuelito,TUNJUELITO,19,42,VENECIA,110611,2404,Académica,Académico,,,,,Sin Información,,"-74,13932100018816","4,595007000548781"
2750,COLEGIO BRITANICO,311001104786,8300433784,COLEGIO BRITANICO,311001104786,0,2024/12/31,AUTO SUR # 50 - 29,VENECIA,7111901,rectoriacb@gmail.com,www.institutobritanico.edu.co  --  www.colegiobritanico.edu.co,No Oficial,Persona Natural,Privado,A,Antiguo Activo,LIBERTAD REGULADA,A,Mixto,Estrato 3,URBANA,Tunjuelito,TUNJUELITO,19,42,VENECIA,110611,2404,Académica,Académico,,-INTELECTUAL-PSICOSOCIAL-SORDOCEGUERA-,,,Sin Información,,"-74,13696000034773","4,594299999817284"
2753,COLEGIO TECNISISTEMAS,311001109931,8300988290,COLEGIO TECNISISTEMAS,311001109931,0,2024/12/31,CL 45 A SUR # 52 C - 43,VENECIA,2302109,rectoria@institutotecnisistemas.edu.co  --  lpp@tecni.edu.co,www.institutotecnisistemas.com,No Oficial,Sociedad,Privado,A,Antiguo Activo,LIBERTAD REGULADA,A,Mixto,Estrato 3,URBANA,Tunjuelito,TUNJUELITO,19,42,VENECIA,110611,2404,Académica,Académico,,-FISICA-INTELECTUAL-PSICOSOCIAL-,"-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-",INDIGENAS-NEGRITUDES,Sin Información,,"-74,13703999981536","4,5945399997845024"
2692,COLEGIO INSTITUTO TECNICO INDUSTRIAL PILOTO (IED),111001011011,8000298383,PILOTO,111001011011,628,2024/12/31,KR 35 # 51 B - 87 SUR,FATIMA,7410956/58,itindpiloto6@educacionbogota.edu.co,www.tecnicopiloto.edu.co,Oficial,Oficial,Distrital,A,Antiguo Activo,,A,Mixto,Estrato 2,URBANA,Tunjuelito,TUNJUELITO,19,42,VENECIA,110611,2408,Académica - Comercial - Industrial,Académico - Técnico,,AUDITIVA-FISICA-INTELECTUAL-MENTAL/PSICOSOCIAL-MULTIPLE-VISUAL,"CAPACIDADES EXCEPCIONALES-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN CIENCIAS NATURALES O BASICAS-TALENTO EXCEPCIONAL EN TECNOLOGIA",AFRODESCENDIENTES-INDIGENAS-NEGRITUDES-RAIZALES,Sin Información,,"-74,13796999957788","4,585470000263768"
